STATE,SALES_MONTH,CATEGORY_GROUP,TOTAL_DOLLARS
Saskatchewan,2025-08-01,Flower,2308204.13
Colorado,2025-08-01,Other,4348141.91
South Dakota,2025-08-01,Flower,2702673.58
Vermont,2025-08-01,Pre-Rolls,3073695.94
California,2025-08-01,Other,9761861.18
New Jersey,2025-08-01,Edibles,11969812.49
Utah,2025-08-01,Pre-Rolls,6505.78
North Carolina,2025-08-01,Pre-Rolls,564767.40
Minnesota,2025-08-01,Flower,7169881.74
Hawaii,2025-08-01,Vapes,1027875.18
Hawaii,2025-08-01,Other,165620.16
Montana,2025-08-01,Concentrates,2963120.27
Montana,2025-08-01,Pre-Rolls,4036246.44
Oklahoma,2025-08-01,Vapes,18395642.80
Maine,2025-08-01,Vapes,7917986.56
North Carolina,2025-08-01,Other,131616.92
South Dakota,2025-08-01,Vapes,1484283.26
New Hampshire,2025-08-01,Vapes,209065.64
Virginia,2025-08-01,Flower,7186127.79
Nevada,2025-08-01,Flower,25249266.82
Mississippi,2025-08-01,Concentrates,1143649.00
Alberta,2025-08-01,Flower,12371872.83
British Columbia,2025-08-01,Pre-Rolls,18889405.87
Arkansas,2025-08-01,Other,312325.92
Nova Scotia,2025-08-01,Other,3714.88
Georgia,2025-08-01,Other,864068.81
Manitoba,2025-08-01,Other,1313395.86
Minnesota,2025-08-01,Other,778581.33
Iowa,2025-08-01,Other,249574.42
Washington,2025-08-01,Flower,25670803.14
Vermont,2025-08-01,Flower,5849468.38
North Dakota,2025-08-01,Vapes,599263.41
Ohio,2025-08-01,Flower,44315933.36
Nunavut,2025-08-01,Edibles,9527.23
Nova Scotia,2025-08-01,Concentrates,560100.21
Pennsylvania,2025-08-01,Vapes,32374465.04
Oregon,2025-08-01,Vapes,23478437.31
Montana,2025-08-01,Flower,11246713.40
Utah,2025-08-01,Edibles,1972320.61
Manitoba,2025-08-01,Vapes,1402842.54
Alaska,2025-08-01,Vapes,4115421.73
Rhode Island,2025-08-01,Edibles,1200928.10
New Brunswick,2025-08-01,Concentrates,42268.24
Missouri,2025-08-01,Pre-Rolls,17937672.40
Manitoba,2025-08-01,Flower,2549637.41
South Dakota,2025-08-01,Concentrates,452016.41
Massachusetts,2025-08-01,Vapes,34248226.43
Nevada,2025-08-01,Edibles,7385193.93
Manitoba,2025-08-01,Concentrates,165619.46
Delaware,2025-08-01,Vapes,1150240.81
British Columbia,2025-08-01,Concentrates,1805068.04
Nunavut,2025-08-01,Vapes,186240.37
California,2025-08-01,Vapes,102250798.57
California,2025-08-01,Pre-Rolls,60063019.30
New Jersey,2025-08-01,Pre-Rolls,18039489.05
Mississippi,2025-08-01,Other,438868.73
District of Columbia,2025-08-01,Pre-Rolls,675271.91
New Hampshire,2025-08-01,Concentrates,126003.84
North Dakota,2025-08-01,Concentrates,76622.22
Pennsylvania,2025-08-01,Edibles,6633120.99
California,2025-08-01,Flower,107441020.35
Montana,2025-08-01,Vapes,7074331.73
Virginia,2025-08-01,Concentrates,621028.51
Colorado,2025-08-01,Edibles,17110411.85
Nevada,2025-08-01,Vapes,18198999.78
Yukon,2025-08-01,Vapes,33570.68
New Mexico,2025-08-01,Pre-Rolls,7436446.61
New Mexico,2025-08-01,Edibles,6715932.50
Alberta,2025-08-01,Pre-Rolls,14664198.13
Delaware,2025-08-01,Pre-Rolls,454391.80
Arkansas,2025-08-01,Concentrates,1613225.42
Newfoundland and Labrador,2025-08-01,Flower,1221218.33
Arizona,2025-08-01,Concentrates,5399137.40
Yukon,2025-08-01,Concentrates,13109.24
Manitoba,2025-08-01,Edibles,651630.09
New Brunswick,2025-08-01,Flower,259602.28
New Hampshire,2025-08-01,Other,71883.51
South Dakota,2025-08-01,Pre-Rolls,699889.00
Maine,2025-08-01,Concentrates,2946155.95
North Dakota,2025-08-01,Pre-Rolls,91831.53
New York,2025-08-01,Pre-Rolls,33363260.97
Alberta,2025-08-01,Concentrates,1564098.48
Texas,2025-08-01,Vapes,5961.40
Michigan,2025-08-01,Concentrates,17933134.87
Yukon,2025-08-01,Pre-Rolls,67552.63
Colorado,2025-08-01,Pre-Rolls,13504219.99
Massachusetts,2025-08-01,Flower,64624485.68
Arizona,2025-08-01,Flower,34585735.72
New Brunswick,2025-08-01,Other,22383.65
Maine,2025-08-01,Pre-Rolls,8797123.47
Oregon,2025-08-01,Other,3179662.56
Florida,2025-08-01,Pre-Rolls,12492603.10
Rhode Island,2025-08-01,Concentrates,360828.94
Texas,2025-08-01,Concentrates,2109.99
Florida,2025-08-01,Flower,68749052.25
North Carolina,2025-08-01,Vapes,1581548.98
Illinois,2025-08-01,Vapes,35094363.46
New York,2025-08-01,Concentrates,4210003.43
Utah,2025-08-01,Vapes,6247530.93
Mississippi,2025-08-01,Pre-Rolls,1396152.52
Delaware,2025-08-01,Edibles,533914.86
West Virginia,2025-08-01,Flower,4988477.61
New Jersey,2025-08-01,Flower,40280071.88
Virginia,2025-08-01,Edibles,2156738.03
Utah,2025-08-01,Other,607417.15
Yukon,2025-08-01,Flower,38963.01
Nova Scotia,2025-08-01,Vapes,3633.67
North Carolina,2025-08-01,Flower,1467087.35
Oregon,2025-08-01,Pre-Rolls,12315173.24
Washington,2025-08-01,Pre-Rolls,18121572.29
Louisiana,2025-08-01,Pre-Rolls,2117892.40
Arkansas,2025-08-01,Flower,13505450.77
North Dakota,2025-08-01,Flower,740351.56
Hawaii,2025-08-01,Flower,1000550.58
Texas,2025-08-01,Edibles,125511.23
Nunavut,2025-08-01,Concentrates,50778.23
California,2025-08-01,Concentrates,22660646.19
Nevada,2025-08-01,Concentrates,3266281.76
Washington,2025-08-01,Vapes,31032301.07
New Brunswick,2025-08-01,Vapes,157481.98
Oregon,2025-08-01,Concentrates,7200823.69
Virginia,2025-08-01,Pre-Rolls,1191570.89
Maryland,2025-08-01,Other,1400297.80
Louisiana,2025-08-01,Edibles,2186343.70
British Columbia,2025-08-01,Vapes,9961428.27
Alberta,2025-08-01,Edibles,3309500.72
Alaska,2025-08-01,Pre-Rolls,3484814.06
Michigan,2025-08-01,Other,3201912.37
Oklahoma,2025-08-01,Concentrates,8086674.33
Colorado,2025-08-01,Flower,37356367.62
Ohio,2025-08-01,Edibles,12654292.06
Hawaii,2025-08-01,Concentrates,261064.72
Vermont,2025-08-01,Other,545009.38
New Jersey,2025-08-01,Other,1976554.28
Oklahoma,2025-08-01,Other,3363012.31
Rhode Island,2025-08-01,Other,124613.49
Massachusetts,2025-08-01,Edibles,19577101.81
Hawaii,2025-08-01,Edibles,444196.15
New Jersey,2025-08-01,Concentrates,2651423.95
Illinois,2025-08-01,Edibles,16916518.35
British Columbia,2025-08-01,Edibles,4311177.85
Ontario,2025-08-01,Flower,65105782.36
Michigan,2025-08-01,Edibles,28931316.32
Mississippi,2025-08-01,Vapes,2676619.96
Manitoba,2025-08-01,Pre-Rolls,2066852.09
Minnesota,2025-08-01,Edibles,1348267.32
South Dakota,2025-08-01,Other,251461.29
Louisiana,2025-08-01,Other,389749.81
Alaska,2025-08-01,Concentrates,1564924.39
Illinois,2025-08-01,Pre-Rolls,15333681.71
Florida,2025-08-01,Other,9190474.41
Michigan,2025-08-01,Vapes,56662747.04
Missouri,2025-08-01,Vapes,35016453.90
Arkansas,2025-08-01,Vapes,5648972.75
New Mexico,2025-08-01,Flower,19420678.29
Saskatchewan,2025-08-01,Vapes,1430043.20
Ontario,2025-08-01,Other,11566898.37
West Virginia,2025-08-01,Concentrates,590856.94
Newfoundland and Labrador,2025-08-01,Edibles,215825.47
Newfoundland and Labrador,2025-08-01,Other,179499.95
Puerto Rico,2025-08-01,Concentrates,253971.64
District of Columbia,2025-08-01,Vapes,1229977.45
New Brunswick,2025-08-01,Pre-Rolls,217708.23
Alaska,2025-08-01,Flower,5595201.23
Saskatchewan,2025-08-01,Pre-Rolls,1486950.27
Texas,2025-08-01,Pre-Rolls,3461.26
Newfoundland and Labrador,2025-08-01,Concentrates,133343.59
Vermont,2025-08-01,Edibles,1731019.13
Montana,2025-08-01,Edibles,3801634.38
Missouri,2025-08-01,Edibles,18196518.07
Connecticut,2025-08-01,Vapes,8186141.43
Maryland,2025-08-01,Pre-Rolls,12016752.49
Oregon,2025-08-01,Flower,24744750.76
Maine,2025-08-01,Edibles,6270337.51
Illinois,2025-08-01,Concentrates,5745969.78
Puerto Rico,2025-08-01,Flower,5990480.58
District of Columbia,2025-09-01,Pre-Rolls,704145.00
North Dakota,2025-09-01,Pre-Rolls,75944.50
Alberta,2025-09-01,Concentrates,1468530.46
Missouri,2025-09-01,Other,1926359.79
Delaware,2025-09-01,Pre-Rolls,338159.63
Rhode Island,2025-09-01,Other,96631.32
Oklahoma,2025-09-01,Vapes,17996738.05
New Jersey,2025-09-01,Vapes,25368347.40
Connecticut,2025-09-01,Flower,8267093.77
Delaware,2025-09-01,Other,160940.59
Alberta,2025-09-01,Edibles,3038323.64
Arizona,2025-09-01,Edibles,9124573.32
Oregon,2025-09-01,Vapes,21861589.53
Colorado,2025-09-01,Vapes,33122539.99
South Dakota,2025-09-01,Edibles,572444.46
Texas,2025-09-01,Concentrates,4787.61
Rhode Island,2025-09-01,Concentrates,325064.72
Minnesota,2025-09-01,Flower,8708723.67
California,2025-09-01,Vapes,95360987.69
Utah,2025-09-01,Concentrates,483466.81
Maine,2025-09-01,Concentrates,2879596.80
Delaware,2025-09-01,Flower,2284395.61
Florida,2025-09-01,Pre-Rolls,11491672.33
Ohio,2025-09-01,Vapes,27085500.87
Virginia,2025-09-01,Other,260749.19
Rhode Island,2025-09-01,Vapes,1484736.23
District of Columbia,2025-09-01,Other,226141.85
Connecticut,2025-09-01,Concentrates,308561.17
Illinois,2025-09-01,Pre-Rolls,14122073.02
Rhode Island,2025-09-01,Edibles,1046484.41
New York,2025-09-01,Other,4070413.94
Nova Scotia,2025-09-01,Flower,563182.41
Utah,2025-09-01,Other,518070.21
Alberta,2025-09-01,Pre-Rolls,13647150.64
Maryland,2025-09-01,Edibles,9663614.96
Nunavut,2025-09-01,Vapes,211202.40
Nevada,2025-09-01,Concentrates,3105330.58
New Mexico,2025-09-01,Edibles,5780616.34
Yukon,2025-09-01,Pre-Rolls,65993.31
Vermont,2025-09-01,Other,498753.60
Manitoba,2025-09-01,Other,1196772.08
British Columbia,2025-09-01,Concentrates,1712128.12
Iowa,2025-09-01,Concentrates,135729.68
Texas,2025-09-01,Edibles,426268.19
British Columbia,2025-09-01,Pre-Rolls,17425637.89
Ontario,2025-09-01,Vapes,30763023.40
Nova Scotia,2025-09-01,Pre-Rolls,1233.24
Saskatchewan,2025-09-01,Concentrates,147157.16
New York,2025-09-01,Edibles,21425285.56
Florida,2025-09-01,Other,7971204.43
Washington,2025-09-01,Vapes,29368676.01
Nunavut,2025-09-01,Edibles,5963.37
New Mexico,2025-09-01,Other,1053087.37
Ontario,2025-09-01,Flower,61425282.53
Montana,2025-09-01,Concentrates,2647402.04
Arkansas,2025-09-01,Edibles,3274409.77
District of Columbia,2025-09-01,Concentrates,125178.33
South Dakota,2025-09-01,Pre-Rolls,663792.57
Minnesota,2025-09-01,Concentrates,16197.25
Saskatchewan,2025-09-01,Other,411579.62
Colorado,2025-09-01,Edibles,14828870.27
North Carolina,2025-09-01,Pre-Rolls,521969.71
California,2025-09-01,Flower,99702057.95
Texas,2025-09-01,Pre-Rolls,3354.03
Pennsylvania,2025-09-01,Flower,46124722.57
North Dakota,2025-09-01,Edibles,20071.91
Louisiana,2025-09-01,Vapes,5096901.31
Oklahoma,2025-09-01,Flower,53391902.45
Nevada,2025-09-01,Other,2038247.54
Arkansas,2025-09-01,Concentrates,1459456.55
Maine,2025-09-01,Flower,15718287.90
New Jersey,2025-09-01,Other,1748786.74
Alaska,2025-09-01,Concentrates,1651264.74
South Dakota,2025-09-01,Vapes,1415766.14
Oregon,2025-09-01,Pre-Rolls,11186059.12
North Dakota,2025-09-01,Vapes,470747.16
Connecticut,2025-09-01,Vapes,7590788.95
West Virginia,2025-09-01,Flower,4777581.08
New Jersey,2025-09-01,Edibles,10993968.04
British Columbia,2025-09-01,Flower,13914115.55
Texas,2025-09-01,Other,194365.98
Nunavut,2025-09-01,Other,28748.44
Maryland,2025-09-01,Vapes,22836253.17
Michigan,2025-09-01,Edibles,25277365.75
California,2025-09-01,Pre-Rolls,55641742.37
Ontario,2025-09-01,Edibles,12105230.26
Saskatchewan,2025-09-01,Edibles,421650.62
Iowa,2025-09-01,Edibles,87372.19
New Mexico,2025-09-01,Pre-Rolls,6839034.06
Connecticut,2025-09-01,Pre-Rolls,3506230.31
Alaska,2025-09-01,Pre-Rolls,3551073.59
Delaware,2025-09-01,Concentrates,236603.74
New Brunswick,2025-09-01,Edibles,60553.77
North Carolina,2025-09-01,Flower,1482425.40
Mississippi,2025-09-01,Vapes,2570688.87
Vermont,2025-09-01,Vapes,2028665.45
Montana,2025-09-01,Edibles,3499200.78
Washington,2025-09-01,Concentrates,7514709.13
Rhode Island,2025-09-01,Pre-Rolls,1411697.45
Colorado,2025-09-01,Flower,33384549.93
Nunavut,2025-09-01,Concentrates,40672.44
Yukon,2025-09-01,Flower,35454.26
Connecticut,2025-09-01,Other,539656.31
Alberta,2025-09-01,Flower,11505824.98
Michigan,2025-09-01,Other,2586632.93
Vermont,2025-09-01,Pre-Rolls,2842985.88
Oregon,2025-09-01,Other,2801339.39
Hawaii,2025-09-01,Other,137452.22
Vermont,2025-09-01,Edibles,1518452.95
Mississippi,2025-09-01,Concentrates,1128694.08
Pennsylvania,2025-09-01,Vapes,29710524.92
Missouri,2025-09-01,Edibles,15960919.82
Montana,2025-09-01,Vapes,6711186.71
Nevada,2025-09-01,Edibles,6936709.07
Virginia,2025-09-01,Vapes,4234155.38
Pennsylvania,2025-09-01,Edibles,6113245.93
Yukon,2025-09-01,Concentrates,14147.19
New Brunswick,2025-09-01,Vapes,143504.78
New Hampshire,2025-09-01,Other,64594.55
Nunavut,2025-09-01,Flower,568751.89
Texas,2025-09-01,Flower,6692.97
New Hampshire,2025-09-01,Pre-Rolls,125164.33
Massachusetts,2025-09-01,Edibles,17409192.69
Michigan,2025-09-01,Flower,108247339.33
Louisiana,2025-09-01,Other,414694.87
Iowa,2025-09-01,Other,231312.59
New Brunswick,2025-09-01,Concentrates,44017.78
Manitoba,2025-09-01,Pre-Rolls,1921199.85
Minnesota,2025-09-01,Edibles,1623873.43
Oklahoma,2025-09-01,Edibles,8749712.07
North Carolina,2025-09-01,Edibles,656594.75
Mississippi,2025-09-01,Flower,9328821.91
New Hampshire,2025-09-01,Flower,42781.26
Maine,2025-09-01,Other,775072.96
Nova Scotia,2025-09-01,Edibles,113813.60
Maryland,2025-09-01,Pre-Rolls,11400827.05
Saskatchewan,2025-09-01,Pre-Rolls,1370979.26
Michigan,2025-09-01,Concentrates,16358239.14
Oregon,2025-09-01,Flower,23191863.42
Montana,2025-09-01,Pre-Rolls,3611290.06
New York,2025-09-01,Flower,50115701.87
North Dakota,2025-09-01,Other,85346.00
Nova Scotia,2025-09-01,Other,5674.46
New Brunswick,2025-09-01,Pre-Rolls,211610.99
Vermont,2025-09-01,Concentrates,406166.35
Alaska,2025-09-01,Vapes,4217227.67
Utah,2025-09-01,Edibles,1864353.87
Newfoundland and Labrador,2025-09-01,Flower,1160020.35
Alaska,2025-09-01,Other,851879.15
Colorado,2025-09-01,Concentrates,9709574.03
British Columbia,2025-09-01,Other,2879176.98
New Jersey,2025-09-01,Pre-Rolls,17450554.35
South Dakota,2025-09-01,Flower,2702565.11
Washington,2025-09-01,Other,2775648.80
North Dakota,2025-09-01,Flower,753954.24
Missouri,2025-09-01,Flower,48626125.76
Oklahoma,2025-09-01,Other,3022137.09
Ohio,2025-09-01,Pre-Rolls,2033875.89
Arizona,2025-09-01,Flower,32120298.53
Ohio,2025-09-01,Concentrates,4189171.56
Minnesota,2025-09-01,Vapes,4706184.18
Ohio,2025-09-01,Edibles,11967834.41
Hawaii,2025-09-01,Edibles,432643.44
Virginia,2025-09-01,Pre-Rolls,1107384.96
Hawaii,2025-09-01,Pre-Rolls,169832.40
Illinois,2025-09-01,Other,2036584.18
Maryland,2025-09-01,Other,1300408.36
Michigan,2025-09-01,Vapes,50164691.00
New Mexico,2025-09-01,Flower,16558265.65
Oregon,2025-09-01,Concentrates,6503207.26
Illinois,2025-09-01,Flower,50509969.33
Nova Scotia,2025-09-01,Concentrates,526930.71
West Virginia,2025-09-01,Vapes,2132101.30
Missouri,2025-09-01,Vapes,32019356.97
Louisiana,2025-09-01,Concentrates,389970.19
Texas,2025-09-01,Vapes,16388.68
Florida,2025-09-01,Concentrates,12455258.54
Iowa,2025-09-01,Vapes,740992.91
North Carolina,2025-09-01,Vapes,1438677.11
New Brunswick,2025-09-01,Other,26760.24
Yukon,2025-09-01,Other,7041.67
South Dakota,2025-09-01,Other,216670.49
Louisiana,2025-09-01,Edibles,2186013.13
Manitoba,2025-09-01,Flower,2385018.06
New Mexico,2025-09-01,Vapes,11290717.19
Utah,2025-09-01,Pre-Rolls,5807.56
Ohio,2025-09-01,Other,1977194.58
Nunavut,2025-09-01,Pre-Rolls,526280.27
Hawaii,2025-09-01,Flower,818403.35
Manitoba,2025-09-01,Edibles,630361.35
Newfoundland and Labrador,2025-09-01,Concentrates,132372.97
Manitoba,2025-09-01,Concentrates,146438.78
West Virginia,2025-09-01,Concentrates,482602.16
Maryland,2025-09-01,Concentrates,4071463.58
California,2025-09-01,Concentrates,21037520.57
Washington,2025-09-01,Flower,24772227.59
Colorado,2025-09-01,Pre-Rolls,12825521.19
Georgia,2025-09-01,Edibles,0.00
Puerto Rico,2025-09-01,Pre-Rolls,35327.60
Nova Scotia,2025-09-01,Vapes,6459.05
Nevada,2025-09-01,Pre-Rolls,10802360.86
Alberta,2025-09-01,Other,3551802.12
Delaware,2025-09-01,Edibles,468636.57
Arkansas,2025-09-01,Vapes,5210747.49
Oklahoma,2025-09-01,Pre-Rolls,13522696.73
Connecticut,2025-09-01,Edibles,3475422.00
District of Columbia,2025-09-01,Vapes,1101159.58
West Virginia,2025-09-01,Edibles,0.00
Arizona,2025-09-01,Pre-Rolls,15154878.59
New Hampshire,2025-09-01,Concentrates,111991.58
Yukon,2025-09-01,Vapes,31215.37
Puerto Rico,2025-09-01,Other,275335.48
Arizona,2025-09-01,Other,894961.78
Newfoundland and Labrador,2025-09-01,Pre-Rolls,974168.96
Alaska,2025-09-01,Flower,5939489.71
Ontario,2025-09-01,Pre-Rolls,62001092.53
Oregon,2025-09-01,Edibles,10574048.32
North Carolina,2025-09-01,Other,92615.96
Maine,2025-09-01,Edibles,5644841.46
British Columbia,2025-09-01,Edibles,4056940.07
District of Columbia,2025-09-01,Edibles,696925.20
Michigan,2025-09-01,Pre-Rolls,50032623.92
British Columbia,2025-09-01,Vapes,9420636.68
Georgia,2025-09-01,Other,913382.84
Virginia,2025-09-01,Edibles,1972043.95
Vermont,2025-09-01,Flower,5282166.40
Puerto Rico,2025-09-01,Vapes,2547716.63
Saskatchewan,2025-09-01,Flower,2063499.18
Nevada,2025-09-01,Vapes,16965226.26
Ontario,2025-09-01,Concentrates,5999992.37
Washington,2025-09-01,Pre-Rolls,17084175.56
Arkansas,2025-09-01,Pre-Rolls,7600.94
Massachusetts,2025-09-01,Concentrates,4963034.45
Massachusetts,2025-09-01,Vapes,31883002.21
Louisiana,2025-09-01,Flower,8959514.08
North Dakota,2025-09-01,Concentrates,67224.04
Arkansas,2025-09-01,Other,266937.65
Montana,2025-09-01,Other,1047735.81
Saskatchewan,2025-09-01,Vapes,1360511.04
District of Columbia,2025-09-01,Flower,2593607.71
Missouri,2025-09-01,Concentrates,5149830.26
New Jersey,2025-09-01,Concentrates,2530422.95
Arizona,2025-09-01,Vapes,28128912.68
Maryland,2025-09-01,Flower,45135437.83
Puerto Rico,2025-09-01,Flower,5072519.88
Florida,2025-09-01,Flower,65214935.92
Illinois,2025-09-01,Concentrates,5344729.30
Florida,2025-09-01,Edibles,17172994.40
Virginia,2025-09-01,Concentrates,511280.97
Rhode Island,2025-09-01,Flower,3508446.08
New Mexico,2025-09-01,Concentrates,2559032.92
Mississippi,2025-09-01,Edibles,2494385.01
Utah,2025-09-01,Flower,5623777.46
Nevada,2025-09-01,Flower,24130750.11
Missouri,2025-09-01,Pre-Rolls,16315080.36
California,2025-09-01,Other,8839080.29
New Brunswick,2025-09-01,Flower,241235.00
New Hampshire,2025-09-01,Vapes,218639.95
Alaska,2025-09-01,Edibles,2010288.84
Louisiana,2025-09-01,Pre-Rolls,2419892.54
Minnesota,2025-09-01,Other,852900.83
Puerto Rico,2025-09-01,Concentrates,251112.25
Illinois,2025-09-01,Vapes,32307810.17
Minnesota,2025-09-01,Pre-Rolls,2297924.96
South Dakota,2025-09-01,Concentrates,430291.29
Arizona,2025-09-01,Concentrates,5050818.86
New York,2025-09-01,Concentrates,4120632.61
Pennsylvania,2025-09-01,Concentrates,5158517.40
New York,2025-09-01,Pre-Rolls,33232430.59
New York,2025-09-01,Vapes,41078494.35
Florida,2025-09-01,Vapes,45748670.87
Puerto Rico,2025-09-01,Edibles,1420608.81
Washington,2025-09-01,Edibles,13130674.88
Colorado,2025-09-01,Other,3781090.87
California,2025-09-01,Edibles,36489774.61
Ohio,2025-09-01,Flower,41311631.41
Illinois,2025-09-01,Edibles,15216964.74
Newfoundland and Labrador,2025-09-01,Edibles,203725.44
Yukon,2025-09-01,Edibles,9268.51
Newfoundland and Labrador,2025-09-01,Vapes,929536.65
Manitoba,2025-09-01,Vapes,1301673.28
Hawaii,2025-09-01,Vapes,987202.65
Maine,2025-09-01,Pre-Rolls,7983534.60
Utah,2025-09-01,Vapes,6049875.08
Montana,2025-09-01,Flower,10507381.27
Ontario,2025-09-01,Other,11181193.54
Pennsylvania,2025-09-01,Other,2460804.07
Massachusetts,2025-09-01,Pre-Rolls,31452908.27
New Hampshire,2025-09-01,Edibles,210237.68
Massachusetts,2025-09-01,Other,3378013.62
North Carolina,2025-09-01,Concentrates,283480.86
Hawaii,2025-09-01,Concentrates,258559.09
Newfoundland and Labrador,2025-09-01,Other,190077.68
Delaware,2025-09-01,Vapes,944897.16
Maine,2025-09-01,Vapes,7267376.93
Mississippi,2025-09-01,Other,513377.02
Arkansas,2025-09-01,Flower,12542409.19
West Virginia,2025-09-01,Other,175083.34
Virginia,2025-09-01,Flower,6462138.92
Mississippi,2025-09-01,Pre-Rolls,1327354.51
Massachusetts,2025-09-01,Flower,60321261.06
Alberta,2025-09-01,Vapes,9854111.90
Oklahoma,2025-09-01,Concentrates,7523947.24
New Jersey,2025-09-01,Flower,39109384.64
Missouri,2025-10-01,Edibles,17213563.10
New York,2025-10-01,Flower,52718273.21
Massachusetts,2025-10-01,Other,3504278.38
Pennsylvania,2025-10-01,Concentrates,5508476.07
Nunavut,2025-10-01,Pre-Rolls,204493.54
West Virginia,2025-10-01,Other,191124.11
Illinois,2025-10-01,Pre-Rolls,15241903.69
Utah,2025-10-01,Vapes,7063787.65
Nova Scotia,2025-10-01,Flower,467077.40
Missouri,2025-10-01,Concentrates,5686228.35
Nova Scotia,2025-10-01,Vapes,9526.16
West Virginia,2025-10-01,Concentrates,513032.57
Missouri,2025-10-01,Pre-Rolls,17599260.88
Illinois,2025-10-01,Other,2115330.42
Ontario,2025-10-01,Pre-Rolls,62448972.84
New Mexico,2025-10-01,Flower,16487679.34
Florida,2025-10-01,Concentrates,13779978.53
Pennsylvania,2025-10-01,Flower,48054834.95
North Dakota,2025-10-01,Flower,949358.30
New Hampshire,2025-10-01,Vapes,233074.01
Delaware,2025-10-01,Edibles,554019.82
Minnesota,2025-10-01,Other,1157930.02
Alaska,2025-10-01,Flower,6618125.30
New Mexico,2025-10-01,Vapes,12120934.36
Arizona,2025-10-01,Other,1024973.09
Connecticut,2025-10-01,Flower,8518630.58
Alaska,2025-10-01,Concentrates,1701602.25
Arkansas,2025-10-01,Edibles,3455036.79
Utah,2025-10-01,Concentrates,460971.49
Montana,2025-10-01,Edibles,3527773.84
Michigan,2025-10-01,Other,2936460.24
Newfoundland and Labrador,2025-10-01,Other,207480.97
Oklahoma,2025-10-01,Pre-Rolls,15328997.03
Vermont,2025-10-01,Concentrates,438610.12
New Jersey,2025-10-01,Vapes,26434789.83
Minnesota,2025-10-01,Flower,11586752.06
Ontario,2025-10-01,Flower,61192669.11
British Columbia,2025-10-01,Vapes,9122572.65
North Carolina,2025-10-01,Vapes,1712606.27
Nova Scotia,2025-10-01,Pre-Rolls,2592.82
New Hampshire,2025-10-01,Flower,265528.17
South Dakota,2025-10-01,Concentrates,449699.58
Virginia,2025-10-01,Other,298641.23
British Columbia,2025-10-01,Pre-Rolls,16537367.53
Iowa,2025-10-01,Vapes,768345.99
Yukon,2025-10-01,Pre-Rolls,59011.90
Maryland,2025-10-01,Concentrates,4305670.68
Alaska,2025-10-01,Other,741429.76
Nunavut,2025-10-01,Edibles,977.40
Ontario,2025-10-01,Vapes,31991308.33
Maine,2025-10-01,Other,799310.46
Michigan,2025-10-01,Concentrates,17592090.87
Ohio,2025-10-01,Vapes,28943993.92
Massachusetts,2025-10-01,Concentrates,5293466.77
Ohio,2025-10-01,Concentrates,4545735.94
New Hampshire,2025-10-01,Concentrates,75396.96
Louisiana,2025-10-01,Other,424393.35
Yukon,2025-10-01,Other,6577.75
Mississippi,2025-10-01,Pre-Rolls,1435663.19
Newfoundland and Labrador,2025-10-01,Flower,1125897.98
Washington,2025-10-01,Flower,25197656.68
California,2025-10-01,Concentrates,22463994.60
Florida,2025-10-01,Vapes,48763893.62
Nunavut,2025-10-01,Concentrates,33893.28
Hawaii,2025-10-01,Edibles,436262.05
New Brunswick,2025-10-01,Flower,205950.19
Rhode Island,2025-10-01,Flower,3679417.89
Virginia,2025-10-01,Edibles,2117350.48
Mississippi,2025-10-01,Concentrates,1163990.91
Nunavut,2025-10-01,Flower,325573.57
Mississippi,2025-10-01,Vapes,2769311.98
Arizona,2025-10-01,Flower,35542284.68
Mississippi,2025-10-01,Flower,9303902.38
Hawaii,2025-10-01,Flower,804071.03
Nevada,2025-10-01,Pre-Rolls,11179883.13
Massachusetts,2025-10-01,Flower,62035483.68
Georgia,2025-10-01,Edibles,0.00
North Carolina,2025-10-01,Other,97499.40
Connecticut,2025-10-01,Concentrates,289346.68
Maine,2025-10-01,Concentrates,2970699.61
Maryland,2025-10-01,Pre-Rolls,12057128.75
Delaware,2025-10-01,Concentrates,248147.04
Montana,2025-10-01,Flower,10681993.75
Newfoundland and Labrador,2025-10-01,Edibles,200186.49
Manitoba,2025-10-01,Edibles,662980.49
New Brunswick,2025-10-01,Edibles,64388.00
Puerto Rico,2025-10-01,Other,274770.41
Montana,2025-10-01,Concentrates,2771765.38
California,2025-10-01,Vapes,101753478.55
New Hampshire,2025-10-01,Other,74499.73
District of Columbia,2025-10-01,Flower,2743098.00
Louisiana,2025-10-01,Concentrates,418457.42
Hawaii,2025-10-01,Concentrates,269157.87
Puerto Rico,2025-10-01,Concentrates,322267.92
New Jersey,2025-10-01,Concentrates,2874905.68
Alaska,2025-10-01,Edibles,2073520.07
Alberta,2025-10-01,Other,4019432.47
Iowa,2025-10-01,Concentrates,145267.63
Delaware,2025-10-01,Vapes,1288360.80
Utah,2025-10-01,Other,549664.73
Manitoba,2025-10-01,Pre-Rolls,1959201.48
Arizona,2025-10-01,Concentrates,5509429.23
Montana,2025-10-01,Vapes,7033103.97
Oregon,2025-10-01,Concentrates,6969264.93
Illinois,2025-10-01,Vapes,35291648.90
Nunavut,2025-10-01,Other,15933.84
New Jersey,2025-10-01,Edibles,11562640.09
Colorado,2025-10-01,Flower,34361210.18
Pennsylvania,2025-10-01,Other,2468066.55
British Columbia,2025-10-01,Flower,14978160.13
Rhode Island,2025-10-01,Vapes,1571170.07
